Key,Translation,Version,Comment
naked,全裸,,
nav.arrived,移動していない,,
nav.fail.being.dead,作業ユニットが死亡,,
nav.fail.being.immobilized,作業ユニットが移動できません。押し出されてしまったか、移動先の床面が必要ですが、無いようです。,,
nav.fail.last.nav.not.done,まだ前回のナビゲーションの要求が完了していない,,
nav.fail.object.blocked.by.adjacent,隣接オブジェクトや船体構造により経路がブロックされていて到達不能です,,
nav.fail.target.unavailable,目標は無効です,,
nav.fail.unreachable.flying,飛行タイプの作業ユニットが目標地点までの経路を見つけられませんでした。ドアに電力が供給されているか、ロックされていないか、作業ユニットが壁に囲まれていないか確認してください。,,
nav.fail.unreachable.grounded,接地タイプの作業ユニットが目標地点への移動経路を見つけられませんでした。ドアに電源が入っているかやロックされていないか、作業ユニットが壁に囲まれていないか確認してください。,,
nav.failed,{0}へのナビゲーションに失敗,,
nav.flying,飛行可能,,
nav.grounded,床面が移動のために必要,,
nav.immobilized,移動不能,,
nav.moving,{0}に移動中,,
nav.waiting,{0}への経路探索,,
navigation,ナビゲーション,,
nebula.opt,星雲の描画品質,,
nebula.opt.off,オフ,,
nebula.opt.realtime,リアルタイム (未調整),,
nebula.opt.static,固定 (推奨),,
nebula.opt.tip,静止した星雲の背景はリアルタイムに描画する星雲から取得した１枚の画像で、視差効果だけが欠落します。リアルタイムネビュラはGPUに非常に負荷がかかります。強力なRTX対応の構成でない限り、非推奨です。,,
need.Aesthetics,快適性,,
need.Aesthetics.info,清潔で快適な環境に対する欲求。,,
need.Electricity,電力,,
need.Electricity.info,電力はあなたの作業ロボットやドローンなど、すべての人工生命体の主要なエネルギー源です。欲求の項目の電力が0になると作業ユニットは時間のかかる緊急充電処置に入ってしまいます。その間は内蔵のソーラーパネルで充電レベルが10%に戻るまで移動も作業もできません。作業ユニットの速度低下や緊急充電による一時的なシャットダウンを防ぐため、十分な数のチャージステーションを建設してください。,,
need.Fun,娯楽,,
need.Fun.info,楽しいことをするのはゴキゲンであるために大切です。,,
need.Hunger,食事,,
need.Hunger.info,生命体は、お腹が空いたら食べ物を求めます。,,
need.Maintenance,メンテナンス,,
need.Maintenance.info,ロボットやドローンをスムーズに運用するには定期的なメンテナンスが必要です。メンテナンスの必要性を満たすために、リペアステーションを建設しましょう。,,
need.None,なし (欲求),,
need.Oxygen,酸素,,
need.Oxygen.info,この生物が生存するには十分な酸素濃度が必要です.,,
need.Purpose,生きがい,,
need.Purpose.info,目的意識があれば人間はより多くの仕事をこなす傾向があります。もし、目的欲求が満たされている場合、彼らはすでに熱心に働いていた可能性が高く、その後は仕事がいい加減になる傾向があるかもしれません。,,
need.Reproduction,増殖,,
need.Rest,休息,,
need.Rest.info,有機生命体は働けば疲労します。何か別の作業をする前に、彼らは休息のためにいくらか時間を割かなければならないでしょう。,,
need.Safety,安全,,
need.Sanity,衛生,,
need.Shower,シャワー,,
need.Shower.info,生命体は、汚れたらシャワーを浴びたくなる。,,
need.Sleep,睡眠,,
need.Sleep.info,すべての有機生命体は健康のために睡眠を必要としています。彼らにベッドを作ってあげましょう。,,
need.Social,社交,,
need.Stress,ストレス,,
need.Stress.info,入植者にストレスが溜まっていないか気を配ってください。さもないと、入植者がパニックを起こして異常な行動をとるようになることもあります！,,
need.Toilet,トイレ,,
need.Toilet.info,この欲求の数値が小さくなると、この生命体はトイレに行きたくなる。,,
needs,欲求,,
needs.reload,リロード,,
net.worth,アイテムの評価金額合計,,
next,次へ,,
next.wake.up,次の覚醒,,
nickname,愛称,,
no,いいえ,,
no.access.to.starmap,"星間マップにアクセスするためには、ブリッジ制御端末に接続する必要があります。""航法技術""を研究してブリッジ制御端末の設計図を入手してください。",2022-04-14,
no.active.combat,進行中の戦闘無し,,
no.blueprints,設計図がない,,
no.blueprints.help,この機器にで使用可能な設計図を研究でアンロックすると、生産するアイテムの選択肢が利用できるようになります。,,
no.coffee,コーヒーがない,,
no.compute.shaders,シェーダーが見つかりません,,
no.compute.shaders.info,お使いのGPUはシェーダー処理をサポートしていません。このマシンではStardeusは正常に動作しません。<br><br>その場合は、ご購入になったストアで返品してください。,2022-04-01,
no.data,データなし,,
no.destination,目的地がない,,
no.energy.source,電源未供給,,
no.force.fields,フォースフィールドが使用できません,,
no.fuel,燃料切れ,,
no.items.available,加工できないアイテムです,,
no.known.mats,情報なし,,
no.known.mats.info,この天体に存在する資源について情報がありません。レーダーを作って天体のスキャンを行い、埋蔵資源の情報を入手しましょう。,,
no.materials.available,素材がない,,
no.multiverse.tech,星間マップに宇宙レベル以上のものを表示するには、まだ十分なテクノロジーを持っていません。,,
no.plants.available,植物がない,,
no.research,研究が行われていない,,
no.saves,セーブファイルなし,,
no.saves.available,セーブデータなし,,
no.saves.desc,このゲームはまだセーブされていません。他のゲームをロードしたい場合は一旦メインメニューに戻ってください。,,
no.shower,シャワーがない,,
no.shuttles,シャトルがない,,
no.shuttles.desc,探査にクルーを送り込むには少なくともシャトルを1機は建造しなければなりません,,
no.socialize.partner,誰とも交際していない,,
no.task,作業なし,,
no.task.reason.could.not.fly,この<b>作業ユニットは飛行できない</b>ため、宇宙空間でのタスクを<b>{0}個</b>スキップしました。,,
no.task.reason.job.priority0,<b>この種類の作業に対する優先度が指定されていないため</b>、<b>{0}</b>のタスクはスキップされました。,,
no.task.reason.last.eval,作業ユニットはすべてのタスクを<b>{0}</b>(ゲーム時間)ほど前に評価しました。,,
no.task.reason.no.skill,<b>{0}個</b>のタスクで、<b>必要なスキルが不足</b>しています。,,
no.task.reason.reluctant,<b>作業者が嫌がったため</b>、<b>{0}個</b>のタスクがスキップされました。 (遠すぎるか、ついさっき失敗したばかりか、その他),,
no.task.reason.total,<b>{0}個</b>のタスクが保留中です。,,
no.task.reason.unreachable.loc,<b>{0}個</b>のタスクが作業場所に<b>到達不能</b>です。（経路がないかドアがない、あるいはロックされているか / 電力が供給されていません）,,
no.task.reason.unreachable.loc.mem,<b>{0}個</b>のタスクが、少し前に作業場所か素材への<b>到達に失敗したため</b>スキップされました（すぐにリトライされます）,,
no.task.reason.unreachable.mats.flying,<b>{0}個</b>のタスクで<b>必要な全ての素材に到達不能</b>です。素材は用意されています。しかし、ロックされているか電源の供給されていないドアの向こう側かもしれません。,,
no.task.reason.unreachable.mats.grounded,<b>{0}個</b>のタスクで<b>必要な全ての素材に到達不能</b>です。素材は用意されています。しかし、<b>この作業ユニットは飛行できないため</b>到達できない可能性が高いか、ロックされているか電源の供給されていないドアの向こう側かもしれません。,,
no.task.reason.unsafe,<b>{0}個</b>のタスクについて、作業場所か必要な素材の場所が<b>安全ではないため</b>スキップされました。 (酸素がないか、低温もしくは高温のため？),,
no.task.reason.workable,<b>{0}個</b>のタスクがこの生命体によって<b>作業可能</b>です。,,
no.tasks.rason.clock.stopped,注意: 現在、<b>時間が一時停止しています</b>。タスクは、時間が進んでいるときにのみ評価されます。,,
no.terraform.controls,"この機能にはテラフォーミング制御端末への接続が必要です。""テラフォーミング""を研究し、テラフォーミング制御端末の設計図を入手しましょう。",,
no.terraform.target,テラフォーミング対象ではない,,
no.terraform.target.help,テラフォーミングのプロセスを開始するには、テラフォーミング可能な惑星の近くに移動してください。テラフォーミング可能な惑星は星間マップの銀河、星系や惑星に特殊なマークが付いています。,,
no.terraformable,テラフォーミングできない惑星,,
no.terraformable.help,テラフォーミング可能な惑星が未発見です。テレスコープを建造し、観測範囲内の宙域をスキャンしてテラフォーミング候補の惑星を探しましょう。,,
no.toilet,トイレがない,,
no.upgrade,アップグレードなし,,
no.winch.anchor,牽引用のアンカーが使用できません,,
noisy.crowd,騒々しい奴ら,,
non.controllable.worker,管理下にない作業ユニット,,
not.achieved.yet,まだ実績がありません,,
not.available,無効,,
not.configured,未設定,,
not.customizable.in.demo,体験版ではカスタマイズ出来ません,,
not.customizable.in.demo.storygen,体験版ではランダムなストーリーの生成しかありませんが、これは絶対にバランスが悪く、完全にランダムにイベントを引き起こします。,,
not.docked,ドッキングされていない,,
not.enclosed,区画が床や隔壁で密閉されていない,,
not.enough.ram,メモリが不足,,
not.enough.ram.info,必要メモリ: {0}EB、 使用可能: {1}EB、パワーグリッドを確認するかメモリモジュールを追加で建造してください（コンピューティングの研究でアンロックされます）。,,
not.enough.storage,ディスクスペースが不足,,
not.enough.storage.info,"必要ディスク容量: {0}ZB, 空き容量: {1}/{2}ZB. ディスクモジュールを追加で建造してください （コンピューティングの研究でアンロックされます）。<br><br>また、研究ツリー内で左のメニューから<b><nobr>研究成果</nobr></b>を開き、<b>除去</b>を実行することで、ディスク容量を解放することができます。",,
not.growing,成長していない,,
not.in.demo,体験版では無効になっています,,
not.mining.currency,マイニング中の通貨はありません,,
not.powered,電源が供給されていない,,
not.processing,加工作業なし。キューの数: {0},,
not.ready,未完了,,
nothing.researched,未確認のテクノロジー,,
nothing.to.clean,清掃の必要はありません,,
nothing.to.clean.info,現在、このお掃除ロボットが到達可能な床の汚れはありません,,
now.processing,{0}を加工中 [{1}/{2}],,
nowhere.to.sleep,眠れる場所が無い,,
obj.asteroids.asteroid01,小惑星,,
obj.asteroids.asteroid01.desc,ああ、ご覧の通り最悪だ。どこにも当たらないことを手を合わせて祈ろう。,2022-03-19,
obj.asteroids.asteroid02,小惑星,,
obj.asteroids.asteroid02.desc,ああ、ご覧の通り最悪だ。どこにも当たらないことを手を合わせて祈ろう。,2022-03-20,
obj.asteroids.asteroid03,小惑星,,
obj.asteroids.asteroid03.desc,ああ、ご覧の通り最悪だ。どこにも当たらないことを手を合わせて祈ろう。,2022-03-21,
obj.asteroids.meteor01,隕石,,
obj.asteroids.meteor01.desc,小惑星ほどではないが、降り注ぐと大きな被害が出る可能性がある,,
obj.containers.breachcapsuleflying,突入カプセル,,
obj.containers.breachcapsuleflying.desc,友好的とは思えない！,,
obj.containers.probeflying,プローブ,,
obj.containers.probeflying.desc,射出され、遠くの目標に移動しているプローブです,,
obj.containers.stasispodflying,休眠ポッド,,
obj.containers.stasispodflying.desc,休眠ポッドは中に入れた生き物を冷凍睡眠状態にして、長距離の宇宙空間を移動することができる。,,
obj.containers.storagecapsule,貨物カプセル,,
obj.containers.storagecapsule.desc,天からの贈り物、それとも...？,,
obj.eggs.egg01,謎の物体,,
obj.eggs.egg01.desc,あまりにも巨大な卵だ。どこから来たのかはわからない。,,
obj.equipment.clothing.clothing01,衣服 01,,
obj.equipment.clothing.clothing01.desc,一着の服。特別なものでい。しかし、裸で走り回るよりはマシだろう。,,
obj.equipment.clothing.fclothing01,衣服 (女性用),,
obj.equipment.clothing.fclothing01.desc,普段着のようなアイテム。女性の体型にフィットする。,,
obj.equipment.clothing.fspacesuit01,宇宙服 (女性用),,
obj.equipment.clothing.fspacesuit01.desc,宇宙服は、人間が短時間だけ宇宙区間で活動できるようにしてくれる。酸素ボンベを内蔵しており、環境中の酸素濃度が正常になると自動的に酸素が補充される。完全動作には対応ヘルメットが必要。,,
obj.equipment.clothing.mclothing01,衣服 (男性用),,
obj.equipment.clothing.mclothing01.desc,普段着のようなアイテム。男性の体型にフィットする。,,
obj.equipment.clothing.mspacesuit01,宇宙服 (男性用),,
obj.equipment.clothing.mspacesuit01.desc,宇宙服は、人間が短時間だけ宇宙区間で活動できるようにしてくれる。酸素ボンベを内蔵しており、環境中の酸素濃度が正常になると自動的に酸素が補充される。完全動作には対応ヘルメットが必要。,,
obj.equipment.hats.ncrawler01,クロウラー,,
obj.equipment.hats.ncrawler01.desc,こんな帽子なんて絶対に被りたくない！,,
obj.equipment.hats.nhat01,帽子,,
obj.equipment.hats.nhat01.desc,ステキな見た目の帽子,,
obj.equipment.hats.nspacehelmet01,宇宙服 ヘルメット,,
obj.equipment.hats.nspacehelmet01.desc,人間が短時間だけ宇宙区間で活動できるようにしてくれる。作業を行う宇宙服が必要。,,
obj.equipment.weapons.energyrifle01,エネルギーライフル,,
obj.equipment.weapons.energyrifle01.desc,宇宙では標準仕様の光エネルギー兵器,,
obj.material.coal,石炭,,
obj.materials.atmospheremix,大気混合物,,
obj.materials.atmospheremix.desc,惑星の大気をテラフォーミングするのに使用する素材だ,,
obj.materials.batterycell,バッテリーセル,,
obj.materials.batterycell.desc,一般的なリチウム電池の構成部品で、電子機器に使用される,,
obj.materials.bioenrichedwater,生命体に富んだ水,,
obj.materials.bioenrichedwater.desc,惑星の海洋をテラフォーミングするのに使用する素材だ,,
obj.materials.biowaste,有機性廃液,,
obj.materials.biowaste.desc,汚物だ。リサイクラーを使えば浄化してキレイな水と貴重なバイオマスにできる。,,
obj.materials.carbon,カーボン,,
obj.materials.carbon.desc,何かを燃やすか採掘で得られる素材。反応炉で残渣として蓄積されることがある。,,
obj.materials.carbonfiber,炭素繊維,,
obj.materials.carbonfiber.desc,軽量で高い耐久性を兼ね備えた幅広い用途に使われる素材。,,
obj.materials.coal,石炭,,
obj.materials.coal.desc,カーボンに加工したり、燃料として燃やすことができる化石燃料だ。,,
obj.materials.coffee,コーヒー,,
obj.materials.coffee.desc,元気の出る温かい飲み物。人によっては水よりも大切だ。,,
obj.materials.coffeebeans,コーヒー豆,,
obj.materials.coffeebeans.desc,焙煎してコーヒーを淹れることができる,,
obj.materials.copper,銅鉱石,,
obj.materials.copper.desc,鉄よりやや重く、加工性に優れる金属。配線や電子部品の製造に使用される。,,
obj.materials.copperplate,銅板,,
obj.materials.copperplate.desc,軟質な銅の合金。主に各種電子機器の製造に使用される。,,
obj.materials.copperwire,銅線,,
obj.materials.copperwire.desc,一般的な電気配線だ,,
obj.materials.crudeoil,原油,,
obj.materials.crudeoil.desc,未処理の原油だ,,
obj.materials.flour,小麦粉,,
obj.materials.flour.desc,パンを焼くのに最適だ,,
obj.materials.gears,歯車,,
obj.materials.gears.desc,機械を作成するのに使用する各種の歯車,,
obj.materials.glass,ガラス,,
obj.materials.glass.desc,貴重な素材であり、特定の機器を製造するために必要。眺めの良い窓や床にも!,,
obj.materials.grain,穀類,,
obj.materials.grain.desc,挽いて粉にすることができる,,
obj.materials.iron,鉄鉱石,,
obj.materials.iron.desc,主に鉄板の製造に使用される鉄鉱石。,,
obj.materials.lithium,リチウム,,
obj.materials.lithium.desc,電池の製造に必須な素材。,,
obj.materials.log,丸太,,
obj.materials.log.desc,燃料にしたり、家具を作るための木材に加工できる。,,
obj.materials.microchip,マイクロチップ,,
obj.materials.microchip.desc,人工知能駆動の作業ユニットや高度な電子機器に欠かせない部品だ,,
obj.materials.multifertilizer,マルチ肥料,,
obj.materials.multifertilizer.desc,惑星の生態系をテラフォーミングするのに使用する素材だ,,
obj.materials.opticalfiber,光ファイバー,,
obj.materials.opticalfiber.desc,光速のデータ転送を行うための細管だ。ロボットや高度な電子機器の製造によく使われる。,,
obj.materials.organicturf,有機地衣類,,
obj.materials.organicturf.desc,惑星の地形をテラフォーミングするのに使用する素材だ,,
obj.materials.petroleum,石油,,
obj.materials.petroleum.desc,ゴムやプラスチックなど、他の資源の生産に使用される原油からの精製物,,
obj.materials.plantfiber,植物繊維,,
obj.materials.plantfiber.desc,ほとんどの植物から抽出される成分。食料品をはじめ様々な物品の生産に用いられる。,,
obj.materials.plastic,プラスチック,,
obj.materials.plastic.desc,硬質の合成素材。電子機器や小型デバイスの製造によく使用される。,,
obj.materials.protein,タンパク質,,
obj.materials.protein.desc,生体組織から抽出される成分。おいしい料理には欠かせない。,,
obj.materials.quartz,石英,,
obj.materials.quartz.desc,ガラスの製造に使用される一般的な鉱物だ,,
obj.materials.rock,岩石,,
obj.materials.rock.desc,岩石のかたまりだ。粉砕して、複数の生命維持システムに必要な土にすることができる。内部に他の素材を含んでいることもある。,2022-03-30,
obj.materials.rubber,ゴム,,
obj.materials.rubber.desc,弾性材料。各種の機械や設備に広く使用されている。,,
obj.materials.silicon,シリコン,,
obj.materials.silicon.desc,電子基板やマイクロチップの製造に使用される。,,
obj.materials.soil,土,,
obj.materials.soil.desc,岩石や土砂を細かく粉砕したもの。植物を育てるのに適している。,,
obj.materials.steel,鉄板,,
obj.materials.steel.desc,宇宙船で使用される一般的な材料だ。残骸から回収したり、小惑星から採掘した鉱石を精錬して得られる。,,
obj.materials.titanium,チタニウム鉱石,,
obj.materials.titanium.desc,軽量だが硬い金属鉱石,,
obj.materials.titaniumplate,チタニウムプレート,,
obj.materials.titaniumplate.desc,頑丈で軽量な金属プレート,,
obj.materials.transistor,トランジスタ,,
obj.materials.transistor.desc,電子機器の中核となる部品,,
obj.materials.uranium,ウラニウム,,
obj.materials.uranium.desc,放射性の重元素で、主に原子炉で使用される。高出力を誇る。,,
obj.materials.water,水,,
obj.materials.water.desc,宇宙では黄金よりはるかに貴重だ,,
obj.materials.wood,木材,,
obj.materials.wood.desc,特定の植物を伐採して作られる原料。これで家具を作ると、実家にいるような落ち着いた雰囲気を醸し出す。,,
obj.meals.bread,パン,,
obj.meals.bread.desc,家庭の味って感じがする,,
obj.meals.soyburger,ソイミートバーガー,,
obj.meals.soyburger.desc,ケチャップをつけて食べると、まるで本物みたい！,,
obj.meals.survivalmeal,非常食,,
obj.meals.survivalmeal.desc,ボロいスポンジのような味だが、一応栄養！,,
obj.misc.biowastebullet,有機性廃液弾,,
obj.misc.biowastebullet.desc,酸によるダメージを与える有毒の投射物だ。,,
obj.misc.c42,C42,,
obj.misc.c42.desc,旧地球軍で広く使用されていたC4爆薬の後継品だ,,
obj.misc.energybullet,エネルギー弾,,
obj.misc.energybullet.desc,爆発性のエネルギー弾だ。着弾時に小さな爆発を引き起こす。,,
obj.misc.waterbullet,放水,,
obj.misc.waterbullet.desc,消火作業や敵にちょっとしたダメージを与えたいときに有用だ。,,
obj.plants.coffeetree,コーヒーの木,,
obj.plants.coffeetree.desc,小さな木。育つと貴重なコーヒー豆を収穫できる。,,
obj.plants.oak,オーク,,
obj.plants.oak.desc,丈夫な木だ。木材の供給源として最適。,,
obj.plants.wheat,小麦,,
obj.plants.wheat.desc,無重力でもよく育つ、一般的な栽培植物だ,,
obj.shuttles.shuttleflying,航行中のシャトル,,
obj.shuttles.shuttleflying.desc,目的地まで航行中のシャトルだ,,
obj.upgrades.asimovoverrideupgrade,アシモフ オーバーライド,,
obj.upgrades.asimovoverrideupgrade.desc,はぐれ人工知能エイリアンのテクノロジーだ。アシモフの保護機能を上書きし、ロボット工学の三原則を無視できるようになる。,,
obj.upgrades.autoconnectupgrade,自動接続アップグレード,,
obj.upgrades.autoconnectupgrade.desc,このアップグレードを船のコンピュータにインストールすると、新しく建造または修理されたデバイスを自動的にパワーグリッドに接続します。,,
obj.upgrades.processorefficiencyupgrade,加工効率アップグレード,,
obj.upgrades.processorefficiencyupgrade.desc,"処理施設（溶鉱炉, 成分抽出器, 粉砕機など）の動作が33%高速化します。複数のアップグレードの効果を積算できます。",,
obj.upgrades.reactorefficiencyupgrade,反応炉効率アップグレード,,
obj.upgrades.reactorefficiencyupgrade.desc,適切な反応炉に組み込むと、同じ発電量を得るのに使用する燃料を33％減らします。複数のアップグレードを重ねがけできます。,,
obj.upgrades.shuttlestorageupgrade,シャトル積載量強化,,
obj.upgrades.shuttlestorageupgrade.desc,シャトルの内部ストレージを拡張し、積載能力を100増加させる,,
obj.upgrades.starcredsminingupgrade,Starcredsマイニングアップグレード,,
obj.upgrades.starcredsminingupgrade.desc,船のコンピュータで暗号通貨Starcredsの採掘を可能にする,,
object.no.longer.available,オブジェクトは破壊された,,
objects,オブジェクト,,
objects.cosmetics.emblem1x1,小サイズ エンブレム,,
objects.cosmetics.emblem1x1.desc,カスタムエンブレムで船を装飾することができる,,
objects.cosmetics.emblem2x2,中サイズ エンブレム,,
objects.cosmetics.emblem2x2.desc,カスタムエンブレムで船を装飾することができる,,
objects.cosmetics.emblem3x3,大サイズ エンブレム,,
objects.cosmetics.emblem3x3.desc,カスタムエンブレムで船を装飾することができる,,
objects.devices.assembler,アセンブラ,,
objects.devices.assembler.desc,素材からアイテムを作るための多目的組立機。設計図をアンロックするには追加の研究が必要。,,
objects.devices.autodoc,全自動メディカルベイ,,
objects.devices.autodoc.desc,最先端のメディカルポッドだ。非常に細かい手術や、各種の症状に応じた治療ができる。,,
objects.devices.autokitchen,自動調理器,,
objects.devices.autokitchen.desc,入植者たちに食べ物を3Dプリントしてくれる。,,
objects.devices.battery,バッテリー ({0}kW),,
objects.devices.battery.desc,電力を蓄えるための普通の電池。{0}kWまで充電完了。,,
objects.devices.betawavetransceiver,ベータ波トランシーバー,,
objects.devices.betawavetransceiver.desc,起動するとこの機器は生命体に影響をおよぼし、作業の優先度を変更したり直接指示をして操ることができるようになります。,,
objects.devices.breachcapsule,突入カプセル侵入口,,
objects.devices.breachcapsule.desc,おっと、何者かが襲撃を仕掛けてきたようだ！,,
objects.devices.bridgecontrols,ブリッジ制御端末,,
objects.devices.bridgecontrols.desc,オートパイロット機能が追加され、星間マップへのアクセスを提供し、宇宙空間の航行を可能にする。,,
objects.devices.chargestation,チャージステーション,,
objects.devices.chargestation.desc,ロボットやドローンを充電するための場所。複数個用意するのを推奨。作業ユニットが電気のことばかり考えているようなら、おそらくもっと必要だ。,,
objects.devices.cleaningbotdock,お掃除ロボット用ドック,,
objects.devices.cleaningbotdock.desc,お掃除ロボットを1台収容できるスペース。待機状態でも充電可能,,
objects.devices.cloningpod,クローニング ポッド,,
objects.devices.cloningpod.desc,この超高度な実験装置を使って、自分だけの入植者を育てよう。,,
objects.devices.coffeemaker,コーヒーメーカー,,
objects.devices.coffeemaker.desc,コーヒー豆をセットすると、あたたかいコーヒーを淹れてくれる。,,
objects.devices.communicator,通信システム,,
objects.devices.communicator.desc,他の宇宙船との通信を可能にしてくれる。,,
objects.devices.cookingstation,調理台,,
objects.devices.cookingstation.desc,手動で調理するためのコンロ付きのミニキッチンだ,,
objects.devices.cpumodule,CPUモジュール（{0}Thz）,2022-03-31,
objects.devices.cpumodule.desc,CPUモジュールは、ニューラルネットワークに演算能力を提供し、より多くの作業ユニットを同時に制御することができます。,,
objects.devices.cpumodulemini,CPUモジュール（{0}Thz）,2022-03-31,
objects.devices.cpumodulemini.desc,CPUモジュールは、ニューラルネットワークに演算能力を提供し、より多くの作業ユニットを同時に制御することができます。,,
objects.devices.craftingstation,作業台,,
objects.devices.craftingstation.desc,半自動化された作業台。作業する人間を必要とする。,,
objects.devices.directionalturret,追尾タレット,,
objects.devices.directionalturret.desc,自動的に目標を追尾する基本的なエネルギー兵器。充電には電気が必要。,,
objects.devices.disassembler,解体処理機,,
objects.devices.disassembler.desc,壊れた機械（ロボット、ドローン、ボットなど）を分解して原料を回収できる,,
objects.devices.diskmodule,ディスクモジュール ({0}ZB),,
objects.devices.diskmodule.desc,{0}ゼタバイトの永続的な記憶装置。研究成果やその他のデータを保存するのに用いる。書き込み可能な状態を維持するには少量の電力が必要。時間停止中の船のコンピューターは新しく接続されたモジュールを検出しないので注意すること。,,
objects.devices.diskmodulemini,ディスクモジュール  ({0}ZB),,
objects.devices.diskmodulemini.desc,{0}ゼタバイトの永続的な記憶装置。研究成果やその他のデータを保存するのに用いる。書き込み可能な状態を維持するには少量の電力が必要。時間停止中の船のコンピューターは新しく接続されたモジュールを検出しないので注意すること。,,
objects.devices.emergencysiren,非常警報サイレン,,
objects.devices.emergencysiren.desc,非常警報サイレンを作動させると、設置されている区画に全員を集めることができる。避難用区画の構築に最適だ。,,
objects.devices.energyconnector,コネクタ {0}-{1},,
objects.devices.energyconnector.desc,{0}個のソケットを持つワイヤレス電源コネクタ。半径{1}タイル内の機器を接続できる。コネクタを連結してパワーグリッドの範囲を拡大することが可能。,,
objects.devices.energyconnectorbig,コネクタ {0}-{1},,
objects.devices.energyconnectorbig.desc,{0}個のソケットを持つワイヤレス電源コネクタ。半径{1}タイル内の機器を接続可能。,,
objects.devices.fabricator,ファブリケーター,,
objects.devices.fabricator.desc,アセンブラを進化させたもので、より大きく、より高度な機器を製造することができる,,
objects.devices.floorsocket,床面ソケット {0}-{1},,
objects.devices.floorsocket.desc,パワーグリッドを構築するための短距離コネクタ。半径{1}タイル内に接続できる{0}個の接続スロットがある。,,
objects.devices.fluidcannon,放水銃,,
objects.devices.fluidcannon.desc,生物にはわずかなダメージしか与えないが、火に向けて撃てば鎮火する。,,
objects.devices.fridge,冷蔵庫,,
objects.devices.fridge.desc,食べ物や飲み物を入れる場所。薬やその他の腐りやすいものを入れることもある。,,
objects.devices.ftldrive,FTLドライブ,,
objects.devices.ftldrive.desc,空間歪曲を利用した推進装置。船の前で時空をねじ曲げて超光速航法を実現する。<br><br>長距離航行にのみ使用可能。,,
objects.devices.furnace,溶鉱炉,,
objects.devices.furnace.desc,溶鉱炉だ。一般的には、金属鉱石を精練し利用可能な素材にするために使用する。,,
objects.devices.fusiondrive,核融合エンジン,,
objects.devices.fusiondrive.desc,電力を消費して稼働する核融合推進エンジン。異なる星系を行き来するために必要。,2022-01-07,
objects.devices.grinder,粉砕機,,
objects.devices.grinder.desc,大きいものを細かく砕くのに使用。岩石を土に変えたり、石炭を炭素素材にできる。,,
objects.devices.heater,ヒーター,,
objects.devices.heater.desc,電気を消費して室温を21°C(70°F)まで上昇させる。広いと複数台が必要になるかもしれない。複数をまとめて設置してもあまり意味はない。,,
objects.devices.heatsink,ヒートシンク,,
objects.devices.heatsink.desc,船のコンピュータの近くに設置するとオーバーヒートを遅らせることができます。複数追加すると、追加した分の効果は減少していきます。,,
objects.devices.lightblock,照明ブロック,,
objects.devices.lightblock.desc,色をRGBで設定できるオシャレな光源。明るく輝く。,,
objects.devices.loom,縫製機,,
objects.devices.loom.desc,様々な素材を縫製して衣類を生産できる装置。,,
objects.devices.matterreactor,物質反応炉 ({0}kW),,
objects.devices.matterreactor.desc,素材を燃料にして発電する、より大型の反応炉。小型のものよりも効率が良い。最大{0}kWまで発電可能。実際の出力はパワーグリッドの必要電力によって異なることがある。電力不足にもかかわらず稼働していない場合、電力が需要のある場所に届いていない可能性が高い。その場合はパワーグリッドオーバーレイを参照すること。時折、セルフクリーニング処理の過程で燃えカスのカーボンが排出されることがある。,,
objects.devices.matterreactormini,物質反応炉 ({0}kW),,
objects.devices.matterreactormini.desc,素材を燃料にして発電する小型の反応炉。最大{0}kWまで発電可能。実際の出力はパワーグリッドの必要電力によって異なることがある。大抵の場合は{0}kWでは電力消費をまかなうには不十分だが、電力不足にもかかわらず稼働していない場合は電力が需要のある場所に届いていない可能性が高い。その場合はパワーグリッドオーバーレイを参照すること。時折、セルフクリーニング処理の過程で燃えカスのカーボンが排出されることがある。,,
objects.devices.memorymodule,メモリーモジュール ({0}EB),,
objects.devices.memorymodule.desc,{0}エクサバイトのメモリ(RAM)。メモリは複雑なリアルタイム計算処理のために必要で、特にテクノロジーの研究中に要求される。なお、時間停止中の場合、船のコンピュータは新たに接続されたモジュールを検出しない。,,
objects.devices.memorymodulemini,メモリーモジュール ({0}EB),,
objects.devices.memorymodulemini.desc,{0}エクサバイトのメモリ(RAM)。メモリは複雑なリアルタイム計算処理のために必要で、特にテクノロジーの研究中に要求される。なお、時間停止中の場合、船のコンピュータは新たに接続されたモジュールを検出しない。,,
objects.devices.mlbooth,機械学習ブース,,
objects.devices.mlbooth.desc,機械学習ブースでは作業ユニットのスキルを育成することで、特定の作業における効率を高めることができます。,,
objects.devices.nuclearreactor,核分裂反応炉 ({0}MW),,
objects.devices.nuclearreactor.desc,核燃料を使用する強力な反応炉,,
objects.devices.nutrientextractor,成分抽出器,,
objects.devices.nutrientextractor.desc,"収穫した植物素材から栄養分を抽出し集積する。そして、2時間前に非業の死を遂げたボブとビルからも。誰も見ていないかな。ソーセージがどうやって作られるかを知ると不幸になる人たちもいるからね。死んだ（あるいは生きている）人間の「""成分を抽出""」処理を選択して、どうなるか確かめてみよう。ちなみに植物は自動的に収穫され、ここに運ばれる",,
objects.devices.oxygenpump,酸素ポンプ,,
